1 -0.00 0.00 0.00 333.58 333.58 435.82 
2 6.98 6.98 13.76 333.62 333.62 435.44 
3 13.95 13.95 27.52 333.73 333.73 434.28 
4 20.90 20.90 41.28 333.90 333.90 432.37 
5 27.80 27.80 55.01 334.13 334.13 429.69 
6 34.64 34.64 68.73 334.41 334.41 426.27 
7 41.39 41.39 82.41 334.73 334.73 422.13 
8 48.02 48.02 96.04 335.07 335.07 417.28 
9 54.48 54.48 109.60 335.41 335.41 411.76 
10 60.73 60.73 123.06 335.76 335.76 405.60 
11 66.73 66.73 136.38 336.08 336.08 398.85 
12 72.41 72.41 149.53 336.39 336.39 391.59 
13 77.72 77.72 162.42 336.66 336.66 383.87 
14 82.59 82.59 174.99 336.89 336.89 375.82 
15 86.96 86.96 187.11 337.09 337.09 367.56 
16 90.78 90.78 198.60 337.25 337.25 359.30 
17 93.99 93.99 209.20 337.37 337.37 351.31 
18 96.54 96.54 218.53 337.46 337.46 344.00 
19 98.40 98.40 226.03 337.52 337.52 337.93 
20 99.52 99.52 231.00 333.82 337.56 337.56 
21 99.90 99.90 232.75 332.35 337.57 337.57 
22 99.34 103.90 232.13 330.24 337.52 339.07 
23 97.68 114.57 230.32 326.30 337.37 341.30 
24 94.96 128.90 227.48 322.00 337.14 343.18 
25 91.25 143.60 223.91 318.12 336.83 344.61 
26 86.67 155.65 220.02 315.73 336.47 345.62 
27 81.32 162.52 216.06 316.06 336.08 346.33 
28 75.35 163.16 211.46 319.99 335.67 347.00 
29 68.90 158.51 205.06 326.88 335.28 348.30 
30 62.14 150.24 196.14 333.80 334.91 352.15 
31 55.21 139.66 184.81 334.58 337.20 360.75 
32 48.27 127.57 171.45 334.29 337.89 372.26 
33 41.46 114.50 156.40 334.06 337.56 384.27 
34 34.90 100.79 139.93 333.89 336.88 395.69 
35 28.70 86.67 122.24 333.76 336.11 406.02 
36 22.91 72.33 103.51 333.67 335.38 414.98 
37 17.58 57.88 83.89 333.62 334.75 422.42 
38 12.70 43.40 63.55 333.60 334.24 428.26 
39 8.22 28.91 42.67 333.59 333.87 432.46 
40 4.03 14.45 21.43 333.58 333.65 434.98 
41 -0.00 0.00 0.00 333.58 333.58 435.82 
42 4.02 4.02 15.44 333.59 333.59 435.50 
43 8.02 8.02 30.85 333.62 333.62 434.53 
44 11.97 11.97 46.21 333.66 333.66 432.91 
45 15.85 15.85 61.50 333.72 333.72 430.66 
46 19.63 19.63 76.68 333.80 333.80 427.78 
47 23.29 23.29 91.73 333.89 333.89 424.30 
48 26.82 26.82 106.60 333.98 333.98 420.24 
49 30.18 30.18 121.27 334.09 334.09 415.62 
50 33.36 33.36 135.68 334.20 334.20 410.47 
51 36.34 36.34 149.79 334.31 334.31 404.84 
52 39.10 39.10 163.53 334.42 334.42 398.78 
53 41.61 41.61 176.83 334.52 334.52 392.37 
54 43.88 43.88 189.58 334.62 334.62 385.70 
55 45.87 45.87 201.66 334.71 334.71 378.89 
56 47.58 47.58 212.90 334.79 334.79 372.13 
57 48.99 48.99 223.03 334.86 334.86 365.64 
58 50.10 50.10 231.73 334.91 334.91 359.79 
59 50.90 50.90 238.54 334.95 334.95 355.01 
60 51.38 51.38 242.95 334.97 334.97 351.82 
61 51.54 51.54 244.48 334.98 334.98 350.70 
